"admin_added","agree","auto_eligibility","auto_eligibility_last_run","choice_rank","created_at","eligibility_override","id","last_saved","lottery_entries","lottery_group","lottery_number","lottery_subgroup","lottery_sublottery","lottery_weight","payment_amount","payment_trans_id","priority_super_priority_99","priority_neighborhood_and_sibling_attending","priority_neighborhood_and_sibling_attending_override","priority_neighborhood","priority_neighborhood_override","priority_sibling_attending","priority_sibling_attending_override","priority_sibling_applying","priority_sibling_applying_override","priority_preferred_town_zip_code","priority_rank_1","priority_rank_1_override","priority_rank_2","priority_rank_2_override","priority_rank_3","priority_rank_3_override","priority_rank_4","priority_rank_4_override","priority_rank_5","priority_rank_5_override","priority_rank_6","priority_rank_6_override","program_id","siblings_applying","siblings_current","sis_error","sis_export_timestamp","sis_export_status","status","status_timestamp","student_id","sub_rank","submitted","submitted_timestamp","updated_at","withdrawn","withdrawn_reason","id","grade"
0,0,0,,2,"2024-01-30 10:38:56",0,396448,,1,517,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 08:46:34",3615907,,1,"2024-01-30 10:41:18","2024-08-23 08:13:31",0,,3615907,1
0,0,0,,5,"2024-01-30 10:38:56",0,396449,,1,509,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13296,0,0,,,,1,"2024-03-24 08:46:34",3615907,,1,"2024-01-30 10:41:18","2024-08-23 08:13:31",0,,3615907,1
0,0,0,,4,"2024-01-30 10:40:03",0,396492,,1,517,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13288,0,0,,,,1,"2024-03-24 08:46:46",3615907,,1,"2024-01-30 10:41:18","2024-09-03 14:05:02",0,,3615907,1
0,0,0,,2,"2024-02-01 22:03:07",0,410227,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13203,0,0,,,,1,"2024-03-24 09:22:49",3616050,,1,"2024-02-01 22:03:55","2024-03-25 11:55:43",0,,3616050,9
0,0,0,,1,"2024-02-01 22:03:08",0,410228,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,20947,0,0,,,,1,"2024-03-24 09:22:50",3616050,,1,"2024-02-01 22:03:55","2024-03-25 13:28:58",0,,3616050,9
0,0,0,,1,"2024-01-30 06:25:51",0,394914,,1,518,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13271,0,0,,,,1,"2024-03-24 08:40:27",3616088,,1,"2024-01-30 06:29:20","2024-03-25 13:28:52",0,,3616088,1
0,0,0,,2,"2024-01-30 06:28:43",0,394915,,1,518,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 08:40:27",3616088,,1,"2024-01-30 06:29:20","2024-03-26 16:55:13",0,,3616088,1
0,0,0,,2,"2024-01-30 06:30:17",0,394916,,1,518,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13240,0,0,,,,1,"2024-03-24 08:40:28",3616089,,1,"2024-01-30 06:31:05","2024-03-25 13:28:52",0,,3616089,6
0,0,0,,1,"2024-01-30 06:30:17",0,394917,,1,518,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 08:40:28",3616089,,1,"2024-01-30 06:31:05","2024-09-03 14:30:38",0,,3616089,6
0,0,0,,3,"2024-01-30 06:30:17",0,394918,,1,518,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 08:40:29",3616089,,1,"2024-01-30 06:31:05","2024-04-09 15:00:19",0,,3616089,6
0,0,0,,1,"2024-01-30 06:33:41",0,394919,,1,516,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 08:40:29",3616093,,1,"2024-01-30 06:34:12","2024-03-25 13:32:19",0,,3616093,9
0,0,0,,2,"2024-01-30 06:33:41",0,394920,,1,518,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13293,0,0,,,,1,"2024-03-24 08:40:30",3616093,,1,"2024-01-30 06:34:12","2024-03-25 13:28:53",0,,3616093,9
0,0,0,,1,"2024-01-30 10:49:54",0,396680,,1,509,,0,4,1,0.00,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,13275,0,0,,,,1,"2024-03-24 08:47:40",3616104,,1,"2024-01-30 12:49:04","2024-03-25 13:32:01",0,,3616104,1
0,0,0,,1,"2024-01-30 12:18:54",0,397834,,1,0,,0,26,1,0.00,,,0,,0,,,,0,,,1,,0,,0,,0,,0,,0,,13275,0,0,,,,-1,,3616109,,0,,"2024-01-30 12:25:45",1,"I was just trying to find his student id number, I do not want to change his school",3616109,PreK4
0,0,0,,4,"2024-01-30 10:01:43",0,395833,,1,518,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13238,0,0,,,,1,"2024-03-24 08:43:53",3616138,,1,"2024-01-30 10:04:42","2024-03-25 13:24:07",0,,3616138,PreK3
0,0,0,,2,"2024-01-30 10:01:43",0,395836,,1,518,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13271,0,0,,,,1,"2024-03-24 08:43:54",3616138,,1,"2024-01-30 10:04:42","2024-03-25 13:28:53",0,,3616138,PreK3
0,0,0,,1,"2024-01-30 10:01:43",0,395838,,1,512,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13285,0,0,,,,1,"2024-03-24 08:43:54",3616138,,1,"2024-01-30 10:04:42","2024-03-25 13:34:44",0,,3616138,PreK3
0,0,0,,5,"2024-01-30 10:01:43",0,395840,,1,518,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13287,0,0,,,,1,"2024-03-24 08:43:55",3616138,,1,"2024-01-30 10:04:42","2024-03-25 13:28:53",0,,3616138,PreK3
0,0,0,,3,"2024-01-30 10:01:43",0,395842,,1,518,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 08:43:56",3616138,,1,"2024-01-30 10:04:42","2024-03-25 13:28:53",0,,3616138,PreK3
0,0,0,,6,"2024-01-30 10:01:43",0,395844,,1,518,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13295,0,0,,,,1,"2024-03-24 08:43:57",3616138,,1,"2024-01-30 10:04:42","2024-03-26 13:05:18",0,,3616138,PreK3
0,0,0,,1,"2024-01-30 09:11:14",0,395176,,1,509,,0,3,1,0.00,,,0,,1,,,,0,,0,1,,0,,0,,0,,0,,0,,13299,0,0,,,,1,"2024-03-24 08:40:56",3616144,,1,"2024-01-30 09:12:21","2024-03-25 13:34:15",0,,3616144,K
0,0,0,,2,"2024-02-21 21:24:03",0,451819,,1,516,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:57:56",3616151,,1,"2024-02-21 21:26:53","2024-03-25 13:32:43",0,,3616151,11
0,0,0,,1,"2024-02-21 21:24:03",0,451818,,1,518,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13205,0,0,,,,1,"2024-03-24 09:57:56",3616151,,1,"2024-02-21 21:26:53","2024-03-25 11:55:54",0,,3616151,11
0,0,0,,3,"2024-02-21 21:24:03",0,451820,,1,518,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13280,0,0,,,,1,"2024-03-24 09:57:57",3616151,,1,"2024-02-21 21:26:53","2024-03-25 13:29:02",0,,3616151,11
0,0,0,,2,"2024-02-09 10:58:12",0,429301,,1,518,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13293,0,0,,,,1,"2024-03-24 09:39:51",3616160,,1,"2024-02-09 11:04:07","2024-03-25 13:29:08",0,,3616160,10
0,0,0,,1,"2024-02-09 10:58:12",0,429300,,1,518,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13202,0,0,,,,1,"2024-03-24 09:39:50",3616160,,1,"2024-02-09 11:04:07","2024-03-25 11:55:36",0,,3616160,10
0,0,0,,3,"2024-02-03 08:58:46",0,412728,,1,512,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13285,0,0,,,,1,"2024-03-24 09:26:19",3616173,,1,"2024-02-03 09:01:45","2024-03-25 13:34:49",0,,3616173,8
0,0,0,,1,"2024-02-03 08:58:46",0,412727,,1,516,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:26:18",3616173,,1,"2024-02-03 09:01:45","2024-03-25 13:32:33",0,,3616173,8
0,0,0,,5,"2024-02-03 08:58:46",0,412726,,1,518,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13240,0,0,,,,1,"2024-03-24 09:26:18",3616173,,1,"2024-02-03 09:01:45","2024-03-25 13:28:55",0,,3616173,8
0,0,0,,4,"2024-02-03 08:58:46",0,412725,,1,518,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13238,0,0,,,,1,"2024-03-24 09:26:18",3616173,,1,"2024-02-03 09:01:45","2024-03-25 13:24:13",0,,3616173,8
0,0,0,,2,"2024-02-03 08:58:47",0,412729,,1,518,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13287,0,0,,,,1,"2024-03-24 09:26:19",3616173,,1,"2024-02-03 09:01:45","2024-03-25 13:28:57",0,,3616173,8
0,0,0,,1,"2024-01-30 17:14:21",0,400173,,1,516,,0,4,1,0.00,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:00:54",3616181,,1,"2024-01-30 17:16:58","2024-03-25 13:32:25",0,,3616181,8
0,0,0,,1,"2024-02-01 17:48:26",0,409504,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13295,0,0,,,,1,"2024-03-24 09:21:37",3616220,,1,"2024-02-01 17:49:31","2024-03-26 13:05:22",0,,3616220,PreK4
0,0,0,,2,"2024-02-01 17:48:26",0,409503,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13275,0,0,,,,1,"2024-03-24 09:21:37",3616220,,1,"2024-02-01 17:49:31","2024-03-25 13:32:07",0,,3616220,PreK4
0,0,0,,2,"2024-01-30 10:59:54",0,396867,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13271,0,0,,,,1,"2024-03-24 08:48:40",3616222,,1,"2024-01-30 11:00:47","2024-03-25 13:28:54",0,,3616222,PreK4
0,0,0,,3,"2024-01-30 10:59:54",0,396868,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13275,0,0,,,,1,"2024-03-24 08:48:40",3616222,,1,"2024-01-30 11:00:47","2024-03-25 13:32:01",0,,3616222,PreK4
0,0,0,,1,"2024-01-30 10:59:54",0,396869,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 08:48:40",3616222,,1,"2024-01-30 11:00:47","2024-03-25 13:28:55",0,,3616222,PreK4
0,0,0,,4,"2024-01-30 10:59:54",0,396870,,1,517,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13295,0,0,,,,1,"2024-03-24 08:48:41",3616222,,1,"2024-01-30 11:00:47","2024-03-26 13:05:18",0,,3616222,PreK4
0,0,0,,1,"2024-02-28 16:58:08",0,466367,,1,509,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13237,0,0,,,,1,"2024-03-24 10:08:36",3616223,,1,"2024-03-01 12:27:50","2024-03-25 13:22:23",0,,3616223,PreK4
0,0,0,,3,"2024-02-28 16:58:08",0,466368,,1,517,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13271,0,0,,,,1,"2024-03-24 10:08:36",3616223,,1,"2024-03-01 12:27:50","2024-03-25 13:29:13",0,,3616223,PreK4
0,0,0,,2,"2024-02-28 16:58:08",0,466369,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13275,0,0,,,,1,"2024-03-24 10:08:36",3616223,,1,"2024-03-01 12:27:50","2024-03-25 13:32:17",0,,3616223,PreK4
0,0,0,,1,"2024-02-07 20:18:09",0,425198,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:37:02",3616224,,1,"2024-02-07 20:23:05","2024-03-25 13:32:37",0,,3616224,10
0,0,0,,2,"2024-02-07 20:18:09",0,425197,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13202,0,0,,,,1,"2024-03-24 09:37:02",3616224,,1,"2024-02-07 20:23:05","2024-03-25 11:55:35",0,,3616224,10
0,0,0,,4,"2024-02-07 20:18:09",0,425200,,1,517,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13291,0,0,,,,1,"2024-03-24 09:37:03",3616224,,1,"2024-02-07 20:23:05","2024-03-25 13:29:07",0,,3616224,10
0,0,0,,6,"2024-02-07 20:18:09",0,425199,,1,509,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13281,0,0,,,,1,"2024-03-24 09:37:02",3616224,,1,"2024-02-07 20:23:05","2024-03-25 13:32:05",0,,3616224,10
0,0,0,,5,"2024-02-07 20:18:09",0,425202,,1,517,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,20947,0,0,,,,1,"2024-03-24 09:37:03",3616224,,1,"2024-02-07 20:23:05","2024-03-25 13:29:00",0,,3616224,10
0,0,0,,3,"2024-02-07 20:18:09",0,425201,,1,517,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13293,0,0,,,,1,"2024-03-24 09:37:03",3616224,,1,"2024-02-07 20:23:05","2024-03-25 13:29:08",0,,3616224,10
0,0,0,,3,"2024-01-30 09:43:58",0,395552,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13267,0,0,,,,1,"2024-03-24 08:42:35",3616232,,1,"2024-01-30 09:50:54","2024-03-25 13:34:14",0,,3616232,1
0,0,0,,2,"2024-01-30 09:43:59",0,395553,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13272,0,0,,,,1,"2024-03-24 08:42:36",3616232,,1,"2024-01-30 09:50:54","2024-03-25 13:34:15",0,,3616232,1
0,0,0,,4,"2024-01-30 09:43:59",0,395554,,1,509,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13273,0,0,,,,1,"2024-03-24 08:42:36",3616232,,1,"2024-01-30 09:50:54","2024-03-25 13:34:14",0,,3616232,1
0,0,0,,5,"2024-01-30 09:43:59",0,395555,,1,517,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13290,0,0,,,,1,"2024-03-24 08:42:37",3616232,,1,"2024-01-30 09:50:54","2024-03-25 13:28:53",0,,3616232,1
0,0,0,,6,"2024-01-30 09:43:59",0,395556,,1,509,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13292,0,0,,,,1,"2024-03-24 08:42:37",3616232,,1,"2024-01-30 09:50:54","2024-03-25 13:34:15",0,,3616232,1
0,0,0,,1,"2024-01-30 09:43:59",0,395557,,1,509,,0,32,1,0.00,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,,0,,13299,0,0,,,,1,"2024-03-24 08:42:37",3616232,,1,"2024-01-30 09:50:54","2024-03-25 13:34:15",0,,3616232,1
0,0,0,,2,"2024-02-06 14:02:03",0,420918,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13272,0,0,,,,1,"2024-03-24 09:32:55",3616237,,1,"2024-02-28 16:22:06","2024-03-25 13:34:18",0,,3616237,K
0,0,0,,1,"2024-02-06 14:02:03",0,420919,,1,0,,0,3,1,0.00,,,0,,1,,,,0,,,1,,0,,0,,0,,0,,0,,13277,0,0,,,,-1,,3616237,,0,,"2024-02-21 14:21:45",1,"Updated application choices [13242, 13267, 13272, 13274, 13281, 13292] missing 13277",3616237,K
0,0,0,,6,"2024-02-06 14:02:03",0,420920,,1,509,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13281,0,0,,,,1,"2024-03-24 09:32:55",3616237,,1,"2024-02-28 16:22:06","2024-03-25 13:32:05",0,,3616237,K
0,0,0,,5,"2024-02-06 14:02:03",0,420921,,1,509,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13292,0,0,,,,1,"2024-03-24 09:32:56",3616237,,1,"2024-02-28 16:22:06","2024-03-25 13:34:17",0,,3616237,K
0,0,0,,3,"2024-02-06 14:02:03",0,420917,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13267,0,0,,,,1,"2024-03-24 09:32:55",3616237,,1,"2024-02-28 16:22:06","2024-03-25 13:34:18",0,,3616237,K
0,0,0,,1,"2024-02-06 14:02:03",0,420916,,1,509,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13242,0,0,,,,1,"2024-03-24 09:32:54",3616237,,1,"2024-02-28 16:22:06","2024-03-25 13:32:02",0,,3616237,K
0,0,0,,4,"2024-02-28 16:15:17",0,466272,,1,509,,0,18,1,0.00,,,0,,1,,,,0,,0,0,,0,,0,,1,,0,,0,,13277,0,0,,,,1,"2024-03-24 10:08:33",3616237,,1,"2024-02-28 16:22:06","2024-03-25 13:34:17",0,,3616237,K
0,0,0,,6,"2024-02-21 14:21:45",0,450410,,1,0,,0,31,1,0.00,,,0,,0,,,,0,,,0,,0,,0,,0,,0,,1,,13274,0,0,,,,-1,,3616237,,0,,"2024-02-28 16:15:17",1,"Updated application choices [13242, 13267, 13272, 13277, 13281, 13292] missing 13274",3616237,K
0,0,0,,1,"2024-02-29 20:25:58",0,469078,,1,516,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 10:13:01",3616240,,1,"2024-02-29 20:29:34","2024-03-25 13:32:49",0,,3616240,8
0,0,0,,1,"2024-01-30 09:21:23",0,395290,,1,519,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 08:41:26",3616314,,1,"2024-01-30 09:23:07","2024-03-25 13:32:19",0,,3616314,9
0,0,0,,2,"2024-01-30 09:21:23",0,395291,,1,518,,0,9,1,0.00,,,0,,0,,1,,0,,0,0,,1,,0,,0,,0,,0,,13293,0,0,,,,1,"2024-03-24 08:41:26",3616314,,1,"2024-01-30 09:23:07","2024-03-25 13:28:53",0,,3616314,9
0,0,0,,1,"2024-01-31 11:13:34",0,403131,,1,509,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13275,0,0,,,,1,"2024-03-24 09:09:46",3616326,,1,"2024-01-31 11:14:52","2024-03-25 13:32:05",0,,3616326,8
0,0,0,,2,"2024-02-29 20:06:46",0,469040,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13283,0,0,,,,1,"2024-03-24 10:12:59",3616358,,1,"2024-02-29 20:10:46","2024-03-25 13:29:07",0,,3616358,10
0,0,0,,1,"2024-02-29 20:06:46",0,469039,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13280,0,0,,,,1,"2024-03-24 10:12:58",3616358,,1,"2024-02-29 20:10:46","2024-03-25 13:29:06",0,,3616358,10
0,0,0,,1,"2024-02-29 20:20:18",0,469061,,1,509,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13294,0,0,,,,1,"2024-03-24 10:13:01",3616365,,1,"2024-02-29 20:21:13","2024-03-25 13:34:17",0,,3616365,6
0,0,0,,2,"2024-01-30 10:39:24",0,396473,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13273,0,0,,,,1,"2024-03-24 08:46:39",3616367,,1,"2024-01-31 12:55:17","2024-03-25 13:34:15",0,,3616367,6
0,0,0,,3,"2024-01-30 10:39:25",0,396474,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13282,0,0,,,,1,"2024-03-24 08:46:39",3616367,,1,"2024-01-31 12:55:17","2024-03-25 13:34:15",0,,3616367,6
0,0,0,,4,"2024-01-30 10:39:25",0,396475,,1,509,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13285,0,0,,,,1,"2024-03-24 08:46:40",3616367,,1,"2024-01-31 12:55:17","2024-09-03 21:38:50",0,,3616367,6
0,0,0,,5,"2024-01-30 10:39:25",0,396476,,1,509,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13287,0,0,,,,1,"2024-03-24 08:46:40",3616367,,1,"2024-01-31 12:55:17","2024-09-03 21:38:50",0,,3616367,6
0,0,0,,1,"2024-01-30 10:42:16",0,396546,,1,509,,0,32,1,0.00,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,,0,,13271,0,0,,,,1,"2024-03-24 08:46:59",3616367,,1,"2024-01-31 12:55:17","2024-09-03 21:38:50",0,,3616367,6
