school_id,grade_id,program_id,regular_vacancies
50,9,338,2
50,10,339,1
50,11,340,0
50,12,341,5
52,-1,342,175
52,0,343,20
52,1,344,61
52,2,345,17
52,3,346,10
52,4,347,51
52,5,348,27
52,6,349,10
52,7,350,0
52,8,351,16
52,9,352,232
52,10,353,54
52,11,354,6
52,11,355,0
52,11,356,2
52,11,357,0
52,12,358,29
52,12,359,3
52,12,360,6
52,12,361,4
56,0,362,54
56,1,363,27
56,2,364,2
56,3,365,3
56,4,366,0
56,5,367,2
56,6,368,2
56,7,369,1
56,8,370,1
56,9,371,2
56,10,372,4
56,11,373,2
56,12,374,3
60,-1,375,70
60,0,376,2
60,1,377,1
60,2,378,6
60,3,379,3
60,4,380,2
60,5,381,5
60,6,382,3
60,7,383,6
60,8,384,12
60,9,385,3
60,10,386,2
60,11,387,4
60,12,388,4
67,0,389,26
67,0,390,26
67,1,391,27
67,2,392,4
67,3,393,7
67,4,394,1
67,5,395,1
67,6,396,0
67,7,397,2
67,8,398,4
67,9,399,0
67,10,400,1
67,11,401,1
67,12,402,0
70,1,403,1
70,2,404,1
70,3,405,3
70,4,406,2
70,5,407,1
70,6,408,2
72,1,409,6
72,2,410,0
72,3,411,1
72,4,412,3
72,5,413,4
72,6,414,4
72,7,415,3
72,8,416,5
72,9,417,4
72,10,418,3
72,11,419,2
72,12,420,0
73,1,421,1
73,2,422,1
73,3,423,1
73,4,424,1
73,5,425,1
73,6,426,1
74,1,427,2
74,2,428,0
74,3,429,1
74,4,430,1
74,5,431,1
74,6,432,0
75,1,433,2
75,2,434,1
75,3,435,1
75,4,436,1
75,5,437,1
75,6,438,1
76,1,439,1
76,2,440,2
76,3,441,1
76,4,442,1
76,5,443,1
76,6,444,1
78,-1,445,17
78,0,446,4
78,1,447,5
78,2,448,3
78,3,449,16
78,4,450,17
78,5,451,18
78,6,452,8
78,7,453,16
78,8,454,19
78,9,455,10
78,10,456,15
78,11,457,4
78,12,458,7
79,1,459,25
79,2,460,24
79,3,461,25
79,4,462,24
79,5,463,23
79,6,464,24
79,7,465,24
79,8,466,24
81,1,467,1
81,2,468,1
81,3,469,1
81,4,470,1
81,5,471,1
81,6,472,1
82,1,473,1
82,2,474,1
82,3,475,1
82,4,476,1
82,5,477,1
82,6,478,1
83,1,479,1
83,2,480,1
83,3,481,1
83,4,482,1
83,5,483,1
83,6,484,2
84,1,485,1
84,2,486,1
84,3,487,1
84,4,488,1
84,5,489,1
84,6,490,1
86,1,491,2
86,2,492,1
86,3,493,1
86,4,494,1
86,5,495,1
86,6,496,0
87,1,497,2
87,2,498,1
87,3,499,1
87,4,500,1
87,5,501,1
87,6,502,1
88,1,503,2
88,2,504,1
88,3,505,2
88,4,506,1
88,5,507,2
88,6,508,2
89,1,509,1
89,2,510,1
89,3,511,1
89,4,512,1
89,5,513,1
89,6,514,1
90,1,515,3
90,2,516,1
90,3,517,1
90,4,518,2
90,5,519,1
90,6,520,1
90,7,521,1
90,8,522,1
91,1,523,1
91,2,524,2
91,3,525,1
91,4,526,1
91,5,527,1
91,6,528,1
92,1,529,2
92,2,530,2
92,3,531,2
92,4,532,2
92,5,533,2
92,6,534,1
93,1,535,3
93,2,536,1
93,3,537,1
93,4,538,1
93,5,539,1
93,6,540,2
94,1,541,1
94,2,542,1
94,3,543,1
94,4,544,1
94,5,545,1
94,6,546,1
95,1,547,1
95,2,548,1
95,3,549,1
95,4,550,1
95,5,551,1
95,6,552,1
97,9,553,99
97,10,554,28
97,11,555,17
97,11,556,16
97,11,557,14
97,11,558,16
97,12,559,20
97,12,560,1
97,12,561,20
97,12,562,19
106,7,563,34
106,8,564,20
106,9,565,99
106,10,566,4
106,11,567,11
106,11,568,10
106,11,569,11
106,11,570,10
106,12,571,5
106,12,572,10
106,12,573,16
106,12,574,2
107,7,575,35
107,8,576,16
107,9,577,47
107,10,578,25
107,11,579,12
107,12,580,19
108,9,581,132
108,10,582,59
108,11,583,18
108,11,584,17
108,11,585,15
108,11,586,19
108,11,587,12
108,11,588,9
108,12,589,6
108,12,590,9
108,12,591,18
108,12,592,12
108,12,593,0
108,12,594,5
109,1,595,35
109,2,596,18
109,3,597,7
109,4,598,2
109,5,599,10
109,6,600,37
109,7,601,36
109,8,602,36
109,9,603,71
109,10,604,12
109,11,605,2
109,11,606,23
109,11,607,23
109,11,608,1
109,12,609,4
109,12,610,14
109,12,611,18
109,12,612,1
110,-1,613,70
110,0,614,3
110,1,615,13
110,2,616,3
110,3,617,1
110,4,618,2
110,5,619,6
110,6,620,7
110,7,621,1
110,8,622,4
110,9,623,16
110,10,624,10
110,11,625,11
110,12,626,8
111,-1,627,70
111,0,628,6
111,1,629,7
111,2,630,3
111,3,631,4
111,4,632,8
111,5,633,2
111,6,634,4
111,7,635,4
111,8,636,3
112,-1,637,70
112,0,638,10
112,1,639,21
112,2,640,9
112,3,641,8
112,4,642,2
112,5,643,1
112,6,644,6
112,7,645,0
112,8,646,5
113,-1,647,70
113,0,648,6
113,1,649,37
113,2,650,17
113,3,651,18
113,4,652,20
113,5,653,6
113,6,654,15
113,7,655,20
113,8,656,5
114,-1,657,35
114,0,658,6
114,1,659,39
114,2,660,14
114,3,661,16
114,4,662,13
114,5,663,12
114,6,664,3
114,7,665,11
114,8,666,6
116,-1,667,70
116,0,668,5
116,1,669,10
116,2,670,3
116,3,671,5
116,4,672,5
116,5,673,10
116,6,674,8
116,7,675,6
116,8,676,4
117,-1,677,70
117,0,678,2
117,1,679,15
117,2,680,6
117,3,681,7
117,4,682,1
117,5,683,1
117,6,684,6
117,7,685,3
117,8,686,2
119,-1,687,35
119,0,688,5
119,1,689,4
119,2,690,8
119,3,691,5
119,4,692,13
119,5,693,2
119,6,694,12
119,7,695,0
119,8,696,4
122,-1,697,35
122,0,698,9
122,1,699,5
122,2,700,0
122,3,701,3
122,4,702,6
122,5,703,0
122,6,704,3
122,7,705,3
122,8,706,5
123,-1,707,35
123,0,708,5
123,1,709,39
123,2,710,22
123,3,711,32
123,4,712,24
123,5,713,15
123,6,714,11
123,7,715,2
123,8,716,0
124,9,717,293
124,10,718,51
124,11,719,2
124,11,720,0
124,11,721,4
124,11,722,13
124,11,723,0
124,11,724,0
124,12,725,3
124,12,726,8
124,12,727,19
124,12,728,9
124,12,729,5
124,12,730,3
125,-1,731,70
125,0,732,12
125,1,733,15
125,2,734,3
125,3,735,17
125,4,736,13
125,5,737,14
125,6,738,7
125,7,739,3
125,8,740,8
125,9,741,30
125,10,742,5
125,11,743,14
125,12,744,19
126,-1,745,70
126,0,746,26
126,1,747,17
126,2,748,5
126,3,749,6
126,4,750,29
126,5,751,6
126,6,752,8
126,7,753,11
126,8,754,9
127,1,755,76
127,2,756,3
127,3,757,5
127,4,758,3
127,5,759,3
127,6,760,1
127,7,761,0
127,8,762,4
127,9,763,9
127,10,764,7
127,11,765,1
127,12,766,1
129,-1,767,8
129,0,768,12
129,1,769,14
129,2,770,9
129,3,771,7
129,4,772,8
129,5,773,7
129,6,774,14
129,7,775,10
129,8,776,9
129,9,777,5
129,10,778,11
129,11,779,6
129,12,780,5
130,1,781,25
130,1,782,19
130,2,783,5
130,2,784,2
130,3,785,9
130,4,786,0
130,5,787,4
130,6,788,4
130,7,789,0
130,8,790,3
130,9,791,6
130,10,792,1
130,11,793,4
130,12,794,3
131,1,795,24
131,2,796,17
131,3,797,17
131,4,798,7
131,5,799,9
131,6,800,7
131,7,801,10
131,8,802,9
131,9,803,8
131,10,804,13
131,11,805,4
131,12,806,6
132,0,807,79
132,1,808,42
132,2,809,12
132,3,810,6
132,4,811,0
132,5,812,4
132,6,813,4
132,7,814,4
132,8,815,3
132,9,816,68
132,10,817,2
132,11,818,3
132,12,819,0
133,-1,820,35
133,0,821,12
133,1,822,2
133,2,823,1
133,3,824,2
133,4,825,1
133,5,826,3
133,6,827,1
133,7,828,5
133,8,829,0
133,9,830,3
133,10,831,1
133,11,832,2
133,12,833,0
134,1,834,29
134,2,835,7
134,3,836,8
134,4,837,5
134,5,838,0
134,6,839,6
134,7,840,4
134,8,841,1
134,9,842,4
134,10,843,3
134,11,844,10
134,12,845,14
144,1,846,25
144,2,847,7
144,3,848,7
144,4,849,1
144,5,850,8
144,6,851,1
144,7,852,5
144,8,853,13
144,9,854,14
144,10,855,5
144,11,856,6
144,12,857,4
154,-1,858,10
154,0,859,9
154,1,860,5
154,2,861,4
154,3,862,5
154,4,863,6
154,5,864,4
154,6,865,5
154,7,866,5
154,8,867,7
156,-1,868,12
156,0,869,11
156,1,870,2
156,2,871,7
156,3,872,5
156,4,873,2
156,5,874,2
156,6,875,5
156,7,876,3
156,8,877,2
158,1,878,2
158,2,879,2
158,3,880,0
158,4,881,2
158,5,882,0
158,6,883,1
159,1,884,2
159,2,885,2
159,3,886,1
159,4,887,2
159,5,888,2
159,6,889,1
160,-1,890,5
160,0,891,0
160,1,892,2
160,2,893,2
160,3,894,2
160,4,895,4
160,5,896,0
160,6,897,2
160,7,898,4
160,8,899,0
161,-1,900,25
161,0,901,2
161,1,902,11
161,2,903,1
161,3,904,7
161,4,905,0
161,5,906,2
161,6,907,0
161,7,908,6
161,8,909,4
161,9,910,5
161,10,911,0
161,11,912,4
161,12,913,3
162,1,914,9
162,2,915,8
162,3,916,4
162,4,917,3
162,5,918,4
162,6,919,2
162,7,920,6
162,8,921,2
165,1,922,3
165,2,923,2
165,3,924,3
165,4,925,2
165,5,926,3
165,6,927,3
167,0,928,16
167,1,929,9
167,2,930,4
167,3,931,5
167,4,932,6
167,5,933,3
167,6,934,5
167,7,935,20
167,8,936,3
168,1,937,5
168,2,938,5
168,3,939,5
168,4,940,5
168,5,941,5
168,6,942,5
169,1,943,1
169,2,944,0
169,3,945,1
169,4,946,1
169,5,947,0
169,6,948,0
170,1,949,3
170,2,950,0
170,3,951,3
170,4,952,3
170,5,953,3
170,6,954,3
171,1,955,5
171,2,956,5
171,3,957,4
171,4,958,5
171,5,959,4
171,6,960,5
172,1,961,4
172,2,962,2
172,3,963,3
172,4,964,4
172,5,965,2
172,6,966,3
173,1,967,2
173,2,968,0
173,3,969,0
173,4,970,1
173,5,971,0
173,6,972,0
174,1,973,6
174,2,974,3
174,3,975,1
174,4,976,1
174,5,977,3
174,6,978,4
175,1,979,4
175,2,980,2
175,3,981,2
175,4,982,0
175,5,983,0
175,6,984,3
177,1,985,5
177,2,986,3
177,3,987,5
177,4,988,3
177,5,989,4
177,6,990,5
178,-1,991,15
178,0,992,10
178,1,993,7
178,2,994,10
178,3,995,5
178,4,996,10
178,5,997,8
178,6,998,5
178,7,999,6
178,8,1000,9
178,9,1001,3
178,10,1002,6
178,11,1003,2
178,11,1004,5
178,11,1005,10
178,12,1006,6
178,12,1007,6
178,12,1008,10
179,1,1009,5
179,2,1010,5
179,3,1011,4
179,4,1012,5
179,5,1013,5
179,6,1014,4
185,1,1015,5
185,2,1016,0
185,3,1017,4
185,4,1018,4
185,5,1019,2
185,6,1020,5
186,1,1021,5
186,2,1022,4
186,3,1023,4
186,4,1024,5
186,5,1025,5
186,6,1026,5
187,-1,1027,30
187,0,1028,7
187,1,1029,5
187,2,1030,2
187,3,1031,0
187,4,1032,0
187,5,1033,0
187,6,1034,4
187,7,1035,3
187,8,1036,1
188,-1,1037,12
188,0,1038,3
188,1,1039,0
188,2,1040,8
188,3,1041,2
188,4,1042,13
188,5,1043,7
188,6,1044,3
188,7,1045,7
188,8,1046,8
191,9,1047,186
191,10,1048,12
191,11,1049,3
191,11,1050,6
191,11,1051,13
191,11,1052,3
191,11,1053,11
191,12,1054,9
191,12,1055,1
191,12,1056,23
191,12,1057,8
191,12,1058,6
192,-1,1059,5
192,0,1060,3
192,1,1061,2
192,2,1062,2
192,3,1063,0
192,4,1064,2
192,5,1065,3
192,6,1066,2
192,7,1067,1
192,8,1068,0
193,-1,1069,60
193,0,1070,10
193,1,1071,1
193,2,1072,3
193,3,1073,0
193,4,1074,3
193,5,1075,1
193,6,1076,1
193,7,1077,0
193,8,1078,1
195,-1,1079,30
195,0,1080,5
195,1,1081,1
195,2,1082,2
195,3,1083,2
195,4,1084,1
195,5,1085,1
195,6,1086,0
195,7,1087,1
195,8,1088,4
196,1,1089,1
196,2,1090,1
196,3,1091,0
196,4,1092,0
196,5,1093,0
196,6,1094,0
196,7,1095,1
196,8,1096,0
198,-1,1097,7
198,0,1098,0
198,1,1099,1
198,2,1100,0
198,3,1101,2
198,4,1102,0
198,5,1103,0
198,6,1104,0
198,7,1105,0
198,8,1106,1
199,7,1107,66
199,8,1108,66
199,9,1109,129
199,10,1110,12
199,11,1111,15
199,11,1112,6
199,12,1113,6
199,12,1114,7
200,9,1115,170
200,10,1116,14
200,11,1117,10
200,11,1118,5
200,11,1119,8
200,11,1120,7
200,11,1121,5
200,12,1122,5
200,12,1123,5
200,12,1124,5
200,12,1125,4
200,12,1126,3
201,-1,1127,64
201,0,1128,16
201,1,1129,8
201,2,1130,27
201,3,1131,16
201,4,1132,10
201,5,1133,15
201,6,1134,1
201,7,1135,3
201,8,1136,20
203,-1,1137,53
203,0,1138,11
203,1,1139,22
203,2,1140,39
203,3,1141,16
203,4,1142,4
203,5,1143,8
203,6,1144,6
203,7,1145,6
203,8,1146,6
204,-1,1147,35
204,-1,1148,35
204,0,1149,4
204,0,1150,1
204,1,1151,0
204,2,1152,8
204,3,1153,3
204,4,1154,2
204,5,1155,0
204,6,1156,0
204,7,1157,2
204,8,1158,2
205,-1,1159,60
205,0,1160,30
205,1,1161,17
205,2,1162,36
205,3,1163,36
205,4,1164,5
205,5,1165,2
205,6,1166,12
205,7,1167,17
205,8,1168,13
206,-1,1169,70
206,0,1170,13
206,1,1171,2
206,2,1172,8
206,3,1173,11
206,4,1174,3
206,5,1175,11
206,6,1176,7
208,-1,1177,70
208,0,1178,0
208,1,1179,11
208,2,1180,2
208,3,1181,4
208,4,1182,6
208,5,1183,5
208,6,1184,0
208,7,1185,0
208,8,1186,3
208,9,1187,44
208,10,1188,4
208,11,1189,6
208,12,1190,29
210,-1,1191,60
210,0,1192,13
210,1,1193,10
210,2,1194,12
210,3,1195,12
210,4,1196,9
210,5,1197,1
210,6,1198,10
210,7,1199,7
210,8,1200,9
211,9,1201,56
211,10,1202,28
211,11,1203,12
211,11,1204,17
211,11,1205,18
211,12,1206,5
211,12,1207,16
211,12,1208,17
214,1,1209,10
214,2,1210,3
214,3,1211,2
214,4,1212,6
214,5,1213,6
214,6,1214,7
217,7,1215,80
217,9,1216,210
217,10,1217,20
217,11,1218,6
217,12,1219,37
218,9,1220,150
218,10,1221,4
218,11,1222,41
218,11,1223,25
218,12,1224,8
218,12,1225,3
219,9,1226,197
219,10,1227,37
219,11,1228,1
219,11,1229,1
219,11,1230,0
219,11,1231,1
219,11,1232,8
219,12,1233,12
219,12,1234,6
219,12,1235,11
219,12,1236,14
219,12,1237,25
220,9,1238,231
220,10,1239,20
220,11,1240,21
220,11,1241,7
220,11,1242,10
220,11,1243,10
220,11,1244,6
220,12,1245,0
220,12,1246,0
220,12,1247,0
220,12,1248,1
220,12,1249,0
223,1,1250,68
223,2,1251,17
223,3,1252,7
223,4,1253,20
223,5,1254,5
223,6,1255,6
223,7,1256,6
223,8,1257,1
224,1,1258,111
224,2,1259,7
224,3,1260,19
224,4,1261,19
224,5,1262,3
224,6,1263,4
224,7,1264,5
224,8,1265,10
225,1,1266,120
225,2,1267,6
225,3,1268,10
225,4,1269,6
225,5,1270,11
225,6,1271,8
225,7,1272,14
225,8,1273,5
226,1,1274,117
226,2,1275,6
226,3,1276,5
226,4,1277,6
226,5,1278,3
226,6,1279,3
226,7,1280,13
226,8,1281,9
227,1,1282,180
227,2,1283,21
227,3,1284,14
227,4,1285,13
227,5,1286,11
227,6,1287,8
227,7,1288,13
227,8,1289,4
228,1,1290,86
228,2,1291,19
228,3,1292,20
228,4,1293,21
228,5,1294,5
228,6,1295,16
228,7,1296,14
228,8,1297,39
229,1,1298,90
229,2,1299,26
229,3,1300,32
229,4,1301,27
229,5,1302,10
229,6,1303,7
229,7,1304,12
229,8,1305,27
230,1,1306,78
230,2,1307,4
230,3,1308,6
230,4,1309,6
230,5,1310,6
230,6,1311,7
230,7,1312,2
230,8,1313,11
231,1,1314,71
231,2,1315,7
231,3,1316,3
231,4,1317,6
231,5,1318,5
231,6,1319,0
231,7,1320,10
231,8,1321,7
232,1,1322,72
232,2,1323,15
232,3,1324,12
232,4,1325,3
232,5,1326,4
232,6,1327,3
232,7,1328,13
232,8,1329,6
239,1,1330,84
239,2,1331,14
239,3,1332,10
239,4,1333,7
239,5,1334,6
239,6,1335,1
239,7,1336,2
239,8,1337,6
240,1,1338,78
240,2,1339,4
240,3,1340,3
240,4,1341,3
240,5,1342,5
240,6,1343,2
240,7,1344,9
240,8,1345,2
243,1,1346,6
243,2,1347,1
243,3,1348,2
243,4,1349,3
243,5,1350,3
243,6,1351,1
246,-1,1352,5
246,0,1353,3
246,1,1354,3
246,2,1355,2
246,3,1356,1
246,4,1357,2
246,5,1358,5
246,6,1359,2
246,7,1360,5
246,8,1361,3
248,1,1362,3
248,2,1363,2
248,3,1364,3
248,4,1365,2
248,5,1366,2
248,6,1367,3
252,1,1368,14
252,2,1369,1
252,3,1370,4
252,4,1371,4
252,5,1372,7
252,6,1373,6
252,7,1374,4
252,8,1375,1
253,0,1376,30
253,0,1377,30
253,1,1378,40
253,2,1379,11
253,3,1380,9
253,4,1381,8
253,5,1382,9
253,6,1383,9
253,7,1384,24
253,8,1385,9
253,9,1386,31
253,10,1387,19
253,11,1388,28
253,12,1389,39
254,1,1390,90
254,2,1391,5
254,3,1392,16
254,4,1393,18
254,5,1394,12
254,6,1395,15
254,7,1396,16
254,8,1397,5
254,9,1398,58
254,10,1399,40
254,11,1400,43
254,12,1401,41
255,0,1402,45
255,0,1403,45
255,1,1404,6
255,2,1405,5
255,3,1406,7
255,4,1407,12
255,5,1408,7
255,6,1409,5
255,7,1410,7
255,8,1411,3
255,9,1412,28
255,10,1413,9
255,11,1414,26
255,12,1415,27
256,1,1416,144
256,2,1417,10
256,3,1418,10
256,4,1419,4
256,5,1420,10
256,6,1421,1
256,7,1422,4
256,8,1423,3
256,9,1424,6
256,10,1425,2
256,11,1426,3
256,12,1427,8
268,1,1428,8
268,2,1429,2
268,3,1430,5
268,4,1431,3
268,5,1432,2
268,6,1433,1
268,7,1434,3
268,8,1435,3
268,9,1436,10
268,10,1437,10
269,-1,1438,140
269,0,1439,50
269,1,1440,22
269,2,1441,7
269,3,1442,15
269,4,1443,7
269,5,1444,14
269,6,1445,11
270,-1,1446,10
270,0,1447,1
270,1,1448,5
270,2,1449,1
270,3,1450,3
270,4,1451,0
270,5,1452,0
270,6,1453,0
270,7,1454,0
270,8,1455,1
270,9,1456,1
270,10,1457,0
270,11,1458,0
270,12,1459,0
271,1,1460,1
271,2,1461,1
271,3,1462,0
271,4,1463,0
271,5,1464,1
271,6,1465,1
273,1,1466,4
273,2,1467,3
273,3,1468,0
273,4,1469,0
273,5,1470,0
273,6,1471,0
274,1,1472,5
274,2,1473,3
274,3,1474,3
274,4,1475,2
274,5,1476,1
274,6,1477,2
275,1,1478,1
275,2,1479,2
275,3,1480,1
275,4,1481,2
275,5,1482,1
275,6,1483,1
276,1,1484,1
276,2,1485,0
276,3,1486,2
276,4,1487,2
276,5,1488,1
276,6,1489,1
277,-1,1490,5
277,0,1491,4
277,1,1492,0
277,2,1493,2
277,3,1494,1
277,4,1495,3
277,5,1496,0
277,6,1497,2
279,9,1498,384
279,10,1499,54
279,11,1500,0
279,11,1501,1
279,11,1502,0
279,11,1503,0
279,11,1504,0
279,11,1505,8
279,11,1506,0
279,11,1507,1
279,11,1508,0
279,11,1509,2
279,12,1510,4
279,12,1511,2
279,12,1512,5
279,12,1513,5
279,12,1514,2
279,12,1515,2
279,12,1516,3
279,12,1517,1
280,7,1518,35
280,8,1519,13
280,9,1520,318
280,10,1521,28
280,11,1522,14
280,11,1523,20
280,12,1524,6
280,12,1525,11
283,9,1526,224
283,10,1527,23
283,11,1528,3
283,11,1529,4
283,11,1530,13
283,11,1531,1
283,12,1532,5
283,12,1533,2
283,12,1534,2
283,12,1535,1
284,-1,1536,34
284,-1,1537,34
284,0,1538,9
284,0,1539,11
284,1,1540,18
284,2,1541,31
284,3,1542,19
284,4,1543,22
284,5,1544,19
284,6,1545,34
284,7,1546,8
284,8,1547,28
284,9,1548,114
284,10,1549,25
284,11,1550,80
284,12,1551,59
285,0,1552,60
285,1,1553,40
285,2,1554,20
285,3,1555,20
285,4,1556,5
285,5,1557,6
285,6,1558,13
285,7,1559,4
285,8,1560,8
285,9,1561,20
285,10,1562,16
285,11,1563,12
285,12,1564,27
286,9,1565,198
286,10,1566,29
286,11,1567,9
286,11,1568,11
286,11,1569,7
286,11,1570,3
286,11,1571,4
286,12,1572,6
286,12,1573,1
286,12,1574,1
286,12,1575,5
286,12,1576,2
287,7,1577,30
287,8,1578,2
287,9,1579,206
287,10,1580,39
287,11,1581,35
287,12,1582,9
288,1,1583,108
288,2,1584,2
288,3,1585,6
288,4,1586,6
288,5,1587,6
288,6,1588,13
288,7,1589,12
288,8,1590,6
289,-1,1591,60
289,0,1592,13
289,1,1593,23
289,2,1594,15
289,3,1595,9
289,4,1596,12
289,5,1597,10
289,6,1598,5
289,7,1599,10
289,8,1600,18
291,0,1601,35
291,0,1602,35
291,1,1603,74
291,2,1604,23
291,3,1605,16
291,4,1606,21
291,5,1607,22
291,6,1608,17
291,7,1609,15
291,8,1610,15
292,-1,1611,33
292,-1,1612,33
292,0,1613,4
292,0,1614,6
292,1,1615,51
292,2,1616,37
292,3,1617,12
292,4,1618,21
292,5,1619,11
292,6,1620,2
292,7,1621,6
292,8,1622,5
293,-1,1623,81
293,0,1624,17
293,1,1625,46
293,2,1626,12
293,3,1627,16
293,4,1628,14
293,5,1629,15
293,6,1630,16
293,7,1631,15
293,8,1632,33
294,1,1633,108
294,2,1634,49
294,3,1635,31
294,4,1636,12
294,5,1637,20
294,6,1638,6
294,7,1639,10
294,8,1640,13
296,0,1641,50
296,1,1642,21
296,2,1643,4
296,3,1644,4
296,4,1645,13
296,5,1646,5
296,6,1647,1
296,7,1648,2
296,8,1649,7
297,0,1650,70
297,1,1651,18
297,2,1652,13
297,3,1653,8
297,4,1654,13
